Standard_Bangla,dialect_speech,English_translation
এই পৃথিবীতে প্রিয় মানুষগুলোকে ছাড়া বেঁচে থাকাটা কষ্টকর কিন্তু অসম্ভব কিছু নয়,অউ দুনিয়াত ভালা লাগার মানুষরারে ছাড়া বাছিয়া থাকা কষ্টর কিন্তুক অসম্ভব কিচ্ছু নায়,
এই বাজারেই টমেটো বিক্রি করে কোটিপতি হয়ে গেলেন এক কৃষক,অউ বাজারো টেমেটু বেছিয়া কোটিপতি অই গেলা এখ চাষায়,
এই মন আজ তোমায় দিলাম,অউ মন আজকে তুমারে দিলাম,
এই শিশুটি অনেক অসুস্থ,অউ মনা ইগু বাক্কা বেমারি,
এই সাহস আমার নাই,অউ সাহস মোর নাই,
এটা আমাদের বাড়ির উঠান,অখটা আমরার বাড়ির উটান,
এখন তুমি আমার কাছে ক্ষমা চাও,অখন তুমি আমার টাইন মাফ চাও,
অচেনা লোকের উপহার গ্রহণ করি না,অচেনা মাইনষের উপহার লই না,
এত ঘুমাও কেন,অত ঘুম আয় কিওর লাগি,
এত ঘুম আসে কেন,অত ঘুমাও কিতার লাগি?,
এসব সমস্যার সমাধান কোথায় পাবো,অতা সমস্যার সমাধান খই পাইমু,
এইটা ওইটা কিনে দিতে চাইলে বলে টাকা নষ্ট করিস না,অতা হতা কিনিয়া দিতো চাইলে খইন টেখা নষ্ট করিছ না,
অথচ আসে পাশের সব বাড়ি তেই পানি দিয়ে দিচ্ছে শুধু আমাদের বাড়িতেই পানি দিচ্ছে না,অথচ আশ পাশর হখল বাড়িত পানি দের খালি আমরার বাড়িত দের না,
অনেকেই শখের বশে কবুতর পালন করেন,অনেকই শখর লাগি খবুতর পালন করইন,
অনেকগুলো কবুতর আকাশে উড়ছে,অনেকগুলা কইতর  আকাশে উড়ের,
এখানে থাকলে আমি খুশি,অনো থাকলে আমি খুশি,
সেখানে নিয়ে চলো,অনো লইয়া চলো,
অন্যান্য বই পড়েছেন,অন্যান্য বই পড়ছইন নি?,
অপমান করে,অফমান করে,
অবশ্যই আপনি নিয়মিত নামাজ পড়ে আল্লাহর কাছে শান্তি প্রার্থনা করতে পারেন,অবশ্যই আফনে নিয়মিত নামাজ পড়িয়া আল্লার টাইন শান্তি প্রার্থনা খরতা পারইন,
অবাক হয়ে গেছিলাম,অবাক ওই গেছলাম,
অল্পবয়সী একটি ছেলে বাইরে ফুটপাতে দৌড়াচ্ছে,অল্প বয়সর এখটা ফুয়া বারে ফুটপাতো দৌড়ার,
অসহায় বোধ করছি,অসহায় বোধ কোরিয়ার,
অসাধারণ একটি বই পড়েছি,অসাধারণ একটা বই পড়লাম,
অসাধারণ করে লিখেছেন,অসাধারণ খরি লেখছইন,
অসুখে তিনি কয়েক বছর ভুগেছিলেন,অসুখে তাইন কয়েক বছর ধরি ভোগরা,
অসুস্থ হয়ে পড়েছিলাম,অসুস্থ ওই গেছিলাম,
আজকে আমার জন্মদিন ,আইজ আমার জন্মদিন,Today is my birthday
আজকে আমার জন্মদিন,আইজ আমার জন্মদিন,
আজকে আম্র জন্মদিন,আইজ আমার জন্মদিন,
আমার বন্ধুর বিয়ে আজ,আইজ আমার বন্ধুর বিয়া,
আজকে আমি ছাতা আনতে ভুলে গেছি,আইজ আমি ছাত্তি আনতে বুলি গেছি,
আজ আমি রোগা তাই জন্য মানুষ আমাকে নিয়ে উল্টোপাল্টা সন্দেহ করে,আইজ আমি হুকনা গতিকে মানুষ আমারে লইয়া  উলটাপালটা সন্দেহ করইন,
আজকের আবহাওয়টা অনেক সুন্দর,আইজ ওর আবহাওয়াটা যে সুন্দর,
আজকে কত তারিখ,আইজ কত তারিখ?,
আজকে কতো তারিখ,আইজ কতো তারিখ?,
আজকে তোমায় দেখতে আসবে,আইজ কিতা তোমারে দেখাত আইবো নি?,
আজ কোনো খেলা হবে না,আইজ কোন খেলা ওইতো নায়,
আজ ছুটির দিন,আইজ ছুটির দিন,
আজকে জন্মদিন,আইজ জন্মদিন,
আজকে জুম্মার দিন,আইজ জুম্মা বার,
আজকে তোমার ভাইকে দেখলাম,আইজ তুমাইতান ওর ভাইরে দেখলাম,
আজকে তোমার ভাইকে দেখলাম,আইজ তুমিতাইন ওর ভাইরে দেখলাম,
আজকে দুপুরে আমাদের দাওয়াত আছে,আইজ দুপুর বেলা আমরার দাওয়াত আছে,
আজকে দুপুরে আমাদের দাওয়াত আছে,আইজ দুপুরি বেলা আমরার দাওয়াত আছে,
আজকে দেয়ালে পিঠ থেকে গেছে,আইজ দেওয়ালো পিঠ ঠেকি গেছে,
আজ অনেক মজা হল,আইজ বাক্কা মজা ওইছে,
আজ সকালে ফুটবল খেলেছি,আইজ বিয়ানে ফুটবল খেলাইছি,
আজকে ভাইকে দেখলাম,আইজ ভাইরে দেখলাম,
আজ আমাকে বলে আমি নাকি তার যোগ্য না,আইজ মোরে কয় মুই বুলে তাইর উপযুক্ত নায়,
সময় যেন আজ আর কাটছেই না,আইজ লাগের আর সময় ওউ যাইরো না,
আজকে সারাদিন বৃষ্টি হয়েছে,আইজ হারাদিন বৃষ্টি ওইছে,
আজকাল কী যে করছে ছেলেটা,আইজকাইল কিতা যে করের ফুয়াগুয়ে!,
আজকাল পড়াশোনার চাপ অনেক বেশি,আইজকাইল পড়ার চাপ বউত বেশি,
আজকাল ছোটরাও পাত্তা দিচ্ছে না,আইজকাইল হুরু ইতায়ও পাত্তা দিরা না,
আজকে আমার খেতে ভালো লাগছে না,আইজকু আমার খাইতে ভালা লাগের না,
আজকে আমার মন ভালো নেই,আইজকু আমার মন ভালা নায়,
আজকের এই দিনে বাংলাদেশকে খুব মনে পড়ে,আইজকুর অউ দিনে বাংলাদেশরে খুব মনো পড়ের,
আজ তোমার কন্যাকে নিয়ে সারা বই মেলা ঘুরেছি কিন্তু কোনো আনন্দ পায়নি,আইজকুু তুমার ফুড়িরে লইয়া হারা বই মেলা পাখাইছি কিন্তু কুনো মজা ফাইছি না,
আসব না,আইতাম নাই,
চলে আসবি,আইয়ুস,
আকাশে তারাগুলি আমাদেরকে আশা দেয়,আকাশ ওর তারা ওগুন্তে আমরারে আশা দেয়,
আকাশে মেঘের কারণে বৃষ্টি পড়ে,আকাশ ওর মেঘ ওর লাগি বৃষ্টি পড়ে,
হঠাৎ করে বিদ্যুৎ চলে গেল,আখতা করি কারেন্ট গেলো গি,
হঠাৎ সামনের মেয়েটি থমকে দাঁড়াল,আখতা করি সামনের ফুরিগু থমকি গেছে,
হঠাৎ শীত করে উঠল আমার,আখতা শীত লাগিয়া উটলো মোর,
আগের তুলনায় আব্বু অনেক ভালো হয়ছেন,আগের তাকি আব্বা বউত ভালা ওইছোইন,
আজকে বাহিরে যাব না,আজকে বাইরে যাইতাম নায়,
আজকে বাহিরে যাব,আজকে বাইরে যাইমু,
আধুনিক সভ্যতাকে বিজ্ঞান উপহার দিয়েছে অনেক কিছু,আধুনিক সভ্যতারে বিজ্ঞানে বউত্তাউ উপহার দিছে,
না বুঝে বেশী কথা বলো কেন,আনা বুঝিয়া বেশি মাতো কেনে,
আপেল পছন্দ,আপেল ভালা,
আপেল পছন্দ না,আপেল ভালা না,
আপেল পছন্দ করি,আপেল ভালা ফাই,
আপেল পছন্দ করি না,আপেল ভালা ফাই না,
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি,আফনার  ব্লগটা পড়িয়া বাক্কা জিনিস শিখতাম ফারছি,
আপনার জন্য শুভকামনা রইল,আফনার  লাগি শুভ কামনা রইলো,
আপনার এই পোস্টটি খুব উপকারী,আফনার অউ পোস্টটা খুবই উফকারী,
আপনার কাছের মানুষটি কে,আফনার কাছ ওর মানুষ কে?,
আপনার কি পরীক্ষা দিতে ভালো লাগে,আফনার কিতা পরীক্ষা দিতে বালা লাগে নি?,
আপনার কি কি পড়ালেখা করতে একদমই ভাল লাগে নাহ,আফনার কিতা পড়ালেখা করতে এখদম ভালা লাগে নানি?,
আপনার কি বই পড়ার অভ্যাস আছে,আফনার কিতা বই পড়ার অভ্যাস আছে নি?,
আপনার কি বিয়ে হয়ে গেছে,আফনার কিতা বিয়া অই গেছে নি?,
আপনার কি মন খারাপ,আফনার কিতা মন খারাফ নি?,
আপনার চোখ অনেক সুন্দর,আফনার চউক অনেখ সুন্দর,
আপনার ছবির চেয়ে আপনি বাস্তবে বেশি সুন্দর,আফনার ছবি থাকি আফনে বাস্তবে অনেখ বেশি সুন্দর,
আপনার ছবি দেখে খুব ভালো লেগছে,আফনার ছবু দেকিয়া খুব ভালা লাগছে,
আপনার জন্মদিন কবে,আফনার জন্মদিন কবে?,
আপনার পড়ালেখা করা উচিত,আফনার পড়ালেখা করা উচিত,
আপনাকে পড়ালেখা করতে হবে,আফনার পড়ালেখা খরা লাগবো,
আপনার বোনের কি বিয়ে হয়ে গেছে,আফনার বইনের কিতা বিয়া অই গেছে নি?,
আপনার বড় বোনের কি বিয়ে হয়ে গেছে,আফনার বড় বইন ওর কিতা বিয়া ওই গেছে নি?,
আপনার বড় বোনের কি বিয়ে হয়ে গেছে,আফনার বড় বইনের কিতা বিয়া অই গেছে নি?,
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে,আফনার মজার মজার মাত হুনলে হারাদিন মন ভালা থাকে,
আপনার সংগে আছি,আফনার লগে আছি,
আপনার সাথে দেখা হয়ে আসলেই খুব ভালো লাগলো,আফনার লগে দেখা ওইয়া আসলেউ বাক্কা বালা লাগলো,
আপনার সাথে পরিচিত হয়ে ভালো লাগলো,আফনার লগে ফরিচিতো অইয়া ভালা লাগলো,
আপনার সাথে কথা বলতে অনেক ভালো লাগে আমার,আফনার লগে মাত্তে বাক্কা ভালা লাগে আমার,I like talking to you very much
আপনার সাথে কথা বলতে অনেক ভালো লাগে আমার,আফনার লগে মাত্তে বাক্কা ভালা লাগে আমার,
আপনার সাথে কথা বলতে আমার অনেক ভালো লাগে,আফনার লগে মাত্তে বাক্কা ভালা লাগে আমার,
আপনার সাথে পরিচিত হয়ে ভালো লাগলো,আফনার লগেে পরিচিত অইয়া ভালা লাগলো,
আপনার লেখা অসাধারণ,আফনার লেখা অসাধারণ,
আপনার সব থেকে কাছে মানুষটি কে ?,আফনার সব তাকি কাছ ওর মানুষ কে?,Who is the person closest to you?
আপনার সব থেকে কাছে মানুষটি কে,আফনার সব তাকি কাছ ওর মানুষ কে?,
আপনার সব থেকে কাছের মানুষটি কে,আফনার সব তাকি কাছ ওর মানুষ কে?,
আপনার হাশির কাছে সব কিছু হার মেনে যায়,আফনার হাসির কাছে সব কিছু হার মানি যায়,
আপনারা আগে যান,আফনারা আগে যাউকা,
আপনা এখনো চিনেন না,আফনারা এখনো চিনিন না,
আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে,আফনারা খইন হে পরকীয়া খরবো বউরে মারবো আর বাফ মা চুফ থাখবা?,
আপনা চিনেন না,আফনারা চিনিন না,
আপনা আমাকে এখনো চিনেন না,আফনারা মোরে এখনো চিনিন না,
আপনা যারা আমাকে এখনো চিনেন না,আফনারা যারা মোরে এখনো চিনিন না,
আপনারাও আপনাদের জীবনসঙ্গীকে ভালোবাসুন,আফনারাও আফনারার পেয়ারের মানুষরারে ভালাফান,
আপনাদের অযোগ্য সন্তান,আফনারার আকাইম্মা ফুয়া,
আপনাদের থেকে কিছু ভালো পরামর্শ নিতে আসলাম,আফনারার ধারো কিছু ভালা উপায় নেওয়াত আইলাম,
আপনাকে একটি দোকানে যেতে হবে,আফনারে এখটা দুকানো যাওয়া লাগবো,
আপনাকে কে পাঠিয়েছে?,আফনারে কে পাঠাইছে?,Who sent you?
আপনাকে কে পাঠিয়েছে,আফনারে কে পাঠাইছে?,
আপনাকে কে পাঠিয়েছে,আফনারে কে পাঠাইছে?,
আপনাকে দেখছি,আফনারে দেখলাম,
আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে,আফনারে দেখিয়া অসুস্থ লাগরো,
আপনাকে পাঠিয়েছে,আফনারে পাঠাইছে?,
আপনাকে যদি জিভে পানি এনে দেবে এমন একটি ফলের নাম বলতে বলা হয় তাহলে আপনার মনে তেঁতুলের নাম আসবেই,আফনারে যদি জিফলাত পানি আনিয়া দিবো ইলা এখান ফলর নাম খওয়ার লাগি কওয়া অয় তে আফনার মনো তেতইর নাম আইবউ,
আপনি কি খামারের পশু পছন্দ করেন,আফনে  কিতা খামারর পশু পছন্দ করইন নি?,
আপনি আছেন,আফনে আছইন নি?,
আপনি আপনার পরিবার সহ আমাদের বাসায় আসবেন,আফনে আফনার পরিবাররে লইয়া আমার বাসাত আইন যেন,
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আফনে আমার লগে ওলা মাত্তা ফারোইন না,You can't talk to me like that
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আফনে আমার লগে ওলা মাত্তা ফারোইন না,
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আফনে আমার লগে ওলা মাত্তা ফারোইন না,
আপনি আমাকে ছেড়ে চলে যাবেন,আফনে আমারে ছাড়িয়া চইলা যাবা,
আপনি এই কলমটি নিন,আফনে ওউ কলম ওগু লউকা,
আপনি এই কলম টি নিন,আফনে ওউ কলম ওগু লৌকা,
আপনি এভাবে কথা বলতে পারেন না,আফনে ওলা মাত্তা ফারোইন না,
আপনি কলম টি নিন,আফনে কলম ওগু লৌকা,
আপনি কারো জীবনে সুখ এনে দেবেন ভেবে প্রেম করুন,আফনে কারুর জীবনো সুখ আনিয়া দিবা ভাবিয়া পেরেম করইন,
আপনি কি অন্যান্য বই পড়েছেন,আফনে কিতা অন্যান্য বই পড়ছইন নি?,
আপনি কী অন্যান্য বই পড়েছেন,আফনে কিতা অন্যান্য বই পড়ছোইন নি?,
আপনি কি আমাদের বাড়িতে এসেছেন,আফনে কিতা আমরার বাড়ি আইছইন নি,
আপনি কি কথা বলতে পারেন ইংরেজিতে,আফনে কিতা ইংরেজি মাত্তে ফারোইন নি?,
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন,আফনে কিতা ওউ প্রশ্ন'র জবাব দিতা ফারবা নি?,
আপনি কি এই বইটি পড়তে পারেন,আফনে কিতা ওউ বইটা পড়তা ফারবা নি?,
আপনি কি এখানে থাকতে পারেন,আফনে কিতা ওনো থাকতে ফারবা নি?,
আপনি কি কোনো কবিতা লিখতে পারেন,আফনে কিতা কোন কবিতা লেখতা ফারোইন নি?,
আপনি কি কোনো গানে নাচতে পারেন,আফনে কিতা কোন গান-ও নাচতা ফারবা নি?,
আপনি কি বাংলা নাটক দেখতে পারেন,আফনে কিতা বাংলা নাটক দেখতে ফারোইন নি?,
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন,আফনে কিতা বাংলা সিনেমা দেখতে বালা পাইন নি?,
আপনি কি রাতে খেয়েছেন,আফনে কিতা রাত্রে খাইছোইন নি?,
আপনি কেমন আছেন,আফনে কিলা আছোইন?,
আপনি কখনই পারবেন না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে কিংবা জোর করে অন্যের ভালো লাগার মানুষ হতে,আফনে কুনোদিন অউ ফারতা না  অইন্য কারোর ভালোবাসারে ছিনাইয়া নিতা বা জুর খরি অইন্যর ভালা লাগার মানুষ অইতা,
আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন,আফনে খুব সুন্দর খরি সমস্যাটার সমাধান করছইন,
আপনি ঘুম থেকে উঠতে চান না,আফনে ঘুম তনে উঠতা চাইন না,
আপনি থানায় গিয়ে একটা মামলা করেন,আফনে থানাত গিয়া এখটা মামলা খরইন,
আপনি নিজের পরিবার নিয়ে বসুন,আফনে নিজর ফরিবার লইয়া বইন,
আপনি নিজে কিছু একটা করেন,আফনে নিজে কিচ্চু এখটা খরইন,
আপনি নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহায্য হয়,আফনে নিজে কিচ্ছু করার চেষ্টা খরইন যাতে পরিবারর হায় অয়,
আপনি পরিবার নিয়ে বসুন,আফনে ফরিবার লইয়া বইন,
আপনি অনেক ভালো মানুষ,আফনে বউত বালা মানুষ,
আপনি অনেক ভালো মানুষ,আফনে বহুত ভালা মানুষ,
আপনি বেঁচে আছেন,আফনে বাঁইচ্চা আছইন নি?,
আপনি ভালো মানুষ,আফনে ভালা মানুষ,
আপনি কথা বলতে পারেন না,আফনে মাত্তা ফারোইন না,
আপনি যদি পুলিশকে সবটা খুলে বলেন তাহলেই দেখবেন সমস্যার সমাধান হয়ে গেছে,আফনে যদি পুলিশরে হখলতা খুলিয়া খইন তে দেখবা সমস্যার সমাধান অই গেছে,
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে,আফনে যে ফুয়ারে বালা ফাইন ওউ ফুয়া ওগুয়ে কিতা আফনারে বালা ফায় নি?,
আপনি নিয়ে বসুন,আফনে লইয়া বইন,
তোমার কি পড়াশুনা একদমই ভালো লাগে না,আফ্নার কিতা পরালেখা কর্তে এখদম ভালা লাগে নানি?,
তোমার কি পড়াশুনা ভালো লাগে না,আফ্নার কিতা পরালেখা ভালা লাগে নানি?,
তোমার কি পড়াশুনা ভালো লাগে,আফ্নার কিতা পরালেখা ভালা লাগে?,
আবার দেখা হবে,আবার দেখা ওইবো নে,
আবেগ প্রবন মানুষ খুব বোকা হয়ে থাকে,আবেগ ওয়ালা মানুষ খুব আরুয়া অই থাকে,
আব্বু বিদেশ থাকে,আব্বা বিদেশ থাকোইন,
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বা হারাদিন ওউ বাইরে থাকতা,
বাবার খোঁজখবর রাখার চেষ্টা করি সব সময়,আব্বার খোঁজখবর রাখার চেষ্টা খরি হখলসময়,
বাবাকে হাসপাতালে দেখে খুব খারাপ লাগছে,আব্বারে হাসপাতালো দেকিয়া খুব খারাফ লাগছে,
আব্বু কিনে এনেছে,আব্বায় কিনিয়া আনছইন,Dad bought me a green dress
আব্বু কিনে এনেছে,আব্বায় কিনিয়া আনছইন,
আব্বু কিনে এনেছে,আব্বায় কিনিয়া আনছইন,
আব্বু জামা কিনে এনেছে,আব্বায় জামা কিনিয়া আনছইন,Dad bought
আব্বু জামা কিনে এনেছে,আব্বায় জামা কিনিয়া আনছইন,
আব্বু জামা কিনে এনেছে,আব্বায় জামা কিনিয়া আনছইন,
আব্বু আমার জন্য আকাশী জামা কিনে এনেছে,আব্বায় মোর লাগি আকাশী জামা কিনিয়া আনছইন,
আব্বু আমার জন্য কমলা জামা কিনে এনেছে,আব্বায় মোর লাগি কমলাজামা কিনিয়া আনছইন,
আব্বু আমার জন্য কালো   জামা কিনে এনেছে,আব্বায় মোর লাগি কালো জামা কিনিয়া আনছইন,Dad bought me a white dress
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বায় মোর লাগি কালো জামা কিনিয়া আনছইন,
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বায় মোর লাগি কালো জামা কিনিয়া আনছইন,
আব্বু আমার জন্য খয়েরি জামা কিনে এনেছে,আব্বায় মোর লাগি খয়েরি জামা কিনিয়া আনছইন,
আব্বু আমার জন্য গোলাপি জামা কিনে এনেছে,আব্বায় মোর লাগি গোলাপি জামা কিনিয়া আনছইন,
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বায় মোর লাগি নীল জামা কিনিয়া আনছইন,Dad bought me a purple dress
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বায় মোর লাগি নীল জামা কিনিয়া আনছইন,
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বায় মোর লাগি নীল জামা কিনিয়া আনছইন,
আব্বু আমার জন্য বেগুনি জামা কিনে এনেছে,আব্বায় মোর লাগি বেগুনি জামা কিনিয়া আনছইন,
আব্বু আমার জন্য মেরুন জামা কিনে এনেছে,আব্বায় মোর লাগি মেরুন জামা কিনিয়া আনছইন,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,Bought me a red dress
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,Dad bought a red dress for me
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বায় মোর লাগি লাল জামা কিনিয়া আনছইন,
আব্বু আমার জন্য সবুজ  জামা কিনে এনেছে,আব্বায় মোর লাগি সবুজ  জামা কিনিয়া আনছইন,Dad bought me a black dress
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বায় মোর লাগি সবুজ  জামা কিনিয়া আনছইন,
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বায় মোর লাগি সবুজ  জামা কিনিয়া আনছইন,
আব্বু লাল জামা কিনে এনেছে,আব্বায় লাল জামা কিনিয়া আনছইন,Dad bought a dress
আব্বু লাল জামা কিনে এনেছে,আব্বায় লাল জামা কিনিয়া আনছইন,
আব্বু লাল জামা কিনে এনেছে,আব্বায় লাল জামা কিনিয়া আনছইন,
আমটি কে খেয়েছিল?,আম ওগু কে খাইছিল?,Who ate the mango?
আমটি কে খেয়েছিল,আম ওগু কে খাইছিল?,
আমটি কে খেয়েছিল,আম ওগু কে খাইছিল?,
আমটি খেয়েছিল,আম খাইছিল,
আম খাবো,আম খাইতাম,
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আম গাছ ওর বায় চাইয়া এক ফুরিয়ে কইলো,
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম পাকে বৈশাখ'ও আর বরই পাকে ফাল্গুন-ও,
আম আমার প্রিয় ফল,আম ফলটা আমার সব তাকি বেশি বালা লাগে,
আম আমার প্রিয় ফল,আম ফলটা আমার সব থাকি বেশি ভালা লাগে,
আম প্রিয় ফল,আম ফলটা সব থাকি বেশি ভালা লাগে,
আমগাছে প্রচুর মুকুল এসেছে,আমগাছ-ও যত মুকুল আইছে,
আমরা খুব খুশি,আমরা  খুব খুশি,
আমরা বিয়ের পর থেকেই আলাদা থাকি,আমরা  বিয়ার পর তনে অউ আলেদা থাখি,
আমরা অপেক্ষা করব,আমরা উবাইমু নে,We will wait
আমরা অপেক্ষা করব,আমরা উবাইমু নে,
আমরা অপেক্ষা করবো,আমরা উবাইমু নে,
আমরা এমনিতেই পরিচয় রাখতে পারি,আমরা এমনেউ পরিচয় রাখতাম ফারি,
আমরা এতটাও ভালো না,আমরা ওতোও বালা নায়,
আমরা এখানে আজ উপস্থিত আছি কথা বলার জন্য,আমরা ওনো আইজ উপস্থিত আছি মাতার লাগি,
আমরা এখানে আছি আলোচনা করার জন্য,আমরা ওনো আছি ওউ আলোচনা করার লাগি,
আমরা বলি একটু সময় নেওয়ার জন্য আর উনার স্ত্রীকে নিয়ে আসার জন্য,আমরা কইছলাম এখটু সময় লওয়ার লাগি আর তানর বউরে লইয়া আওয়ার লাগি,
আমরা গেছিলাম,আমরা গেছিলাম,
আমরা জীবনেও পারব না,আমরা জীবনেও ফারতাম নায়,
আমরা জীবনে ভুলতে পারব না,আমরা জীবনেও ভুলতাম ফারতাম নায়,We cannot forget in life
আমরা জীবনে ভুলতে পারব না,আমরা জীবনেও ভুলতাম ফারতাম নায়,
আমরা জীবনেও ভুলতে পারব না,আমরা জীবনেও ভুলতাম ফারতাম নায়,
আমরা ঢাকায় থাকি ,আমরা ঢাকাত থাকি,We live in Dhaka
আমরা ঢাকায় থাকি,আমরা ঢাকাত থাকি,
আমরা ঢাকায় থাকি,আমরা ঢাকাত থাকি,
আমরা তাকে বলেছি একসাথে কথা বল কি সমস্যা,আমরা তারে কইছি এখলগে মাতো কিতা সমস্যা,
আমরা পারিবারিক কারনে এক বছরের জন্য এখন নিজ বাড়ি থেকে অন্য জায়গায় ছিলাম,আমরা পারিবারিক কারনে ১ বত্‌শরর লাগি এখন নিজর বাড়ি থাকি অইন্য জাগাত আছলাম,
আমরা পারব না,আমরা ফারতাম নায়,
আমরা মেয়েটিকে নিয়ে ছেলের বাসায় যাই,আমরা ফুড়িরে লইয়া ফুয়ার বাসাত যাই,
আমরা অনেক বড় হয়ে গেছি মনে হচ্ছে,আমরা বাক্কা বড় অই গেছি মনে অর,
আমরা বিদায় নিয়ে চলে এলাম,আমরা বিদা লইয়া আই গেলাম,
আমরা ভুলতে পারব না,আমরা ভুলতাম ফারতাম নায়,
আমরা মেসিকে ঘৃণা করি না,আমরা মেসিরে ঘিন্নাই না,
আমরা সালাম গ্রহণ করলাম,আমরা সালাম লইলাম,
আমরা হেরে গেছিলাম,আমরা হারি গেছলাম,
আমরা হেরে গেছি,আমরা হারি গেছি,We lost
আমরা হেরে গেছি,আমরা হারি গেছি,We lost
আমরা হেরে গেছি,আমরা হারি গেছি,
আমরা হেরে গেছি,আমরা হারি গেছি,
আমরা হেরে গেছি,আমরা হারি গেছি,
আমরা হেরে গেছিলাম,আমরা হারি গেছিলাম,
আমাদের আর উনাদের সময় তো এক না,আমরার আর তাইনর সময় তো এখ লাখান নায়,
আমাদের একটা রঙ্গিন ছবি তুলতে হবে,আমরার এখটা রঙ্গিন ছবি তুলা লাগবো,
আমাদের গ্রামের জনসংখ্যা প্রায় চার হাজার,আমরার গ্রাম ওর মাইনষের সংখ্যা ওইলো প্রায় চাইর হাজার,
আমাদের চলতেই পারে না,আমরার চলতোউ ফারে না,
আমাদের তুলতে হবে,আমরার তুলা লাগবো,
আমাদের দাওয়াত আছে,আমরার দাওয়াত আছে,
