Standard_Bangla,dialect_speech,English_translation
আগের তুলনায় আব্বু অনেক ভালো হয়ছেন,আগের চাইয়া আব্বায় ম্যালা ভালো হইছে,
আঙ্গুর আমার পছন্দ,আঙ্গুল ফল মোর পছন্দ,
হঠাৎ করে বিদ্যুৎ চলে গেল,আচুক্কা বিদ্যুৎ চইল্লা গ্যালে,
হঠাৎ শীত করে উঠল আমার,আচুক্কা শীত কইরা উঠলো মোর,
আটাশ বছর ধরে আমার মা কষ্ট করে গেছেন,আডাইশ বছর ধইররা মোর মায় কষ্ট কইররা গ্যাছে,
আধুনিক সভ্যতাকে বিজ্ঞান উপহার দিয়েছে অনেক কিছু,আধুনিক সইভ্যতারে বিজ্ঞান উপহার দেছে ম্যালা কিছু,
,আন্ডা দেওয়া আটকাইয়া দে,"Come on, let’s go."
,আন্ডা দেওয়া আটকাইয়া দে,Stop giving eggs.
ডিম দেওয়া বন্ধ করে দেয়,আন্ডা দেওয়া আটকাইয়া দে,
আপনি কেমন আছেন,আপনে ক্যামোন আছেন,
আপেল আমার পছন্দ,আপেল মোর পছন্দ,
আপেল পছন্দ,আফেল পছন্দ,
আপেল পছন্দ করি,আফেল পছন্দ করি,
আপেল পছন্দ করি না,আফেল পছন্দ করি না,
আপেল পছন্দ না,আফেল পছন্দ না,
আবেগ প্রবন মানুষ খুব বোকা হয়ে থাকে,আবেগী মানু বেমালা গোঙ্গা হইয়া থাহে,
বাবা একদিন কথায় কথায় মাকে বললেন,আব্বা একদিন কথায় কথায় মায়রে কয়,
আব্বু কিনে এনেছে,আব্বা কিন্ন্যা আনছে,Dad bought me a green dress
আব্বু কিনে এনেছে,আব্বা কিন্ন্যা আনছে,
আব্বু কিনে এনেছে,আব্বা কিন্ন্যা আনছে,
আব্বু জামা কিনে এনেছে,আব্বা জামা কিন্ন্যা আনছে,Dad bought
আব্বু জামা কিনে এনেছে,আব্বা জামা কিন্ন্যা আনছে,
আব্বু জামা কিনে এনেছে,আব্বা জামা কিন্ন্যা আনছে,
বাবা বইটা বুকশেলফে তুলে রেখেছিলেন,আব্বা বইডা বুকশেলফে উডাইয়া রাখছেলে,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বা মোর লইজ্ঞা লাল জামা কিন্যা আনছে,
আব্বু আমার জন্য আকাশী জামা কিনে এনেছে,আব্বা মোর লাইগা আকাশী জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য কমলা জামা কিনে এনেছে,আব্বা মোর লাইগা কমলাজামা কিন্ন্যা আনছে,
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বা মোর লাইগা কালো  জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য কালো জামা কিনে এনেছে,আব্বা মোর লাইগা কালো জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য খয়েরি জামা কিনে এনেছে,আব্বা মোর লাইগা খয়েরি জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য গোলাপি জামা কিনে এনেছে,আব্বা মোর লাইগা গোলাপি জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বা মোর লাইগা নীল জামা কিন্ন্যা আনছে,Dad bought me a purple dress
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বা মোর লাইগা নীল জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য নীল জামা কিনে এনেছে,আব্বা মোর লাইগা নীল জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য বেগুনি জামা কিনে এনেছে,আব্বা মোর লাইগা বেগুনি জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য মেরুন জামা কিনে এনেছে,আব্বা মোর লাইগা মেরুন জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বা মোর লাইগা লাল জামা কিন্ন্যা আনছে,Bought me a red dress
,আব্বা মোর লাইগা লাল জামা কিন্ন্যা আনছে,Father bought me a red shirt.
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বা মোর লাইগা লাল জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য লাল জামা কিনে এনেছে,আব্বা মোর লাইগা লাল জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বা মোর লাইগা সবুজ  জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য সবুজ জামা কিনে এনেছে,আব্বা মোর লাইগা সবুজ জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য সাদা জামা কিনে এনেছে,আব্বা মোর লাইগা সাদা জামা কিন্ন্যা আনছে,
আব্বু আমার জন্য সাদা জামা কিনে এনেছে,আব্বা মোর লাইগা সাদাজামা কিন্ন্যা আনছে,
আব্বু লাল জামা কিনে এনেছে,আব্বা লাল জামা কিন্ন্যা আনছে,Dad bought a dress
আব্বু লাল জামা কিনে এনেছে,আব্বা লাল জামা কিন্ন্যা আনছে,
আব্বু লাল জামা কিনে এনেছে,আব্বা লাল জামা কিন্ন্যা আনছে,
বাবার খোঁজখবর রাখার চেষ্টা করি সব সময়,আব্বার খেয়াল রাহার চেষ্টা করি হগলকালে,
,আব্বারে কইলাম মোরে বিয়া হরাবা না,I told father not to marry me off.
বাবাকে বললাম আমাকে বিয়ে করাবা না,আব্বারে কইলাম মোরে বিয়া হরাবা না,
বাবাকে হাসপাতালে দেখে খুব খারাপ লাগছে,আব্বারে হাস্পাতালে দেইক্ষা বেমালা খারাপ লাগছে,
আব্বু বিদেশ থাকে,আব্বায় বিদেশ থাকে,
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বায় হারাদিন বায়রায় বায়রায় থাকতে,
আম খাবো,আম খামু,
আম পাকে বৈশাখে কুল পাকে ফাগুনে,আম পাহে বৈশাখে কুল পাহে ফাগুনে,
আম প্রিয় ফল,আম প্রিয় ফল,
আম আমার প্রিয় ফল,আম মোর পিরিয়ো ফল,
আম আমার প্রিয় ফল,আম মোর প্রিয় ফল,
আমগাছে প্রচুর মুকুল এসেছে,আমগাছে বেমালা বোল আইছে,
আমগাছের দিকে তাকিয়ে একটি মেয়ে বলল,আমগাছের দিক চাইয়া এউক্কা মাইয়া কইলো,
আমটি কে খেয়েছিল?,আমডা কেডা খাইল্লে?,Who ate the mango?
আমটি কে খেয়েছিল,আমডা কেডা খাইল্লে?,
আমটি কে খেয়েছিল,আমডা কেডা খাইল্লে?,
আমটি খেয়েছিল,আমডা খাইল্লে,
আপনি আছেন,আমনে আছেন?,
আপনি এই কলমটি নিন,আমনে এই কলমডা নেন,
,আমনে এই কলমদা নেন,Take this pen.
আপনি এই কলম টি নিন,আমনে এই কলমদা নেন,
আপনি একটা সাহায্য পাচ্ছেন পুলিশের কাছ থেকে,আমনে এউক্কা সাহাইয্য পাইতেয়াছেন পুলিশের ধারে গোনে,
আপনি এভাবে কথা বলতে পারেন না,আমনে এমনে কথা কইতে পারেন না,
আপনি কথা বলতে পারেন না,আমনে কথা কইতে পারেন না,
আপনি কলম টি নিন,আমনে কলমদা নেন,
আপনি কখনই পারবেন না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে কিংবা জোর করে অন্যের ভালো লাগার মানুষ হতে,আমনে কহনোই পারবেন না অন্য কারোর ভালোবাসারে ছিনাইয়া লইতে বা জোর কইরা আর একজনের ভালো লাগার মানু হইতে,
আপনি কারো জীবনে সুখ এনে দেবেন ভেবে প্রেম করুন,আমনে কারো জীবনে সুখ আইনা দেবেন ভাইবা পেরেম করেন,
আপনি কি অন্যান্য বই পড়েছেন,আমনে কি অন্য বই পরছেন?,
আপনি কি আপনার হাত ধুতে জানেন,আমনে কি আমনের হাত ধুইতে পারেন?,
আপনি কি খামারের পশু পছন্দ করেন,আমনে কি খামারের পশু পছন্দ করেন?,
আপনি কি আমাদের বাড়িতে এসেছেন,আমনে কি মোগো বাড়ি আইছেন,
আপনি কি রাতে খেয়েছেন,আমনে কি রাইতে খাইছেন?,
আপনি ঘুম থেকে উঠতে চান না,আমনে ঘুমে গোনে ওঠতে চান না?,
আপনি থানায় গিয়ে একটা মামলা করেন,আমনে থানায় যাইয়া এউক্কা মামলা করেন,
আপনি নিজে কিছু একটা করেন,আমনে নিজে কিছু এউক্কা করেন,
আপনি নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহায্য হয়,আমনে নিজে কিছু করার চেষ্টা করেন যেন পরিবারের সাহাইয্য হয়,
আপনি নিজের পরিবার নিয়ে বসুন,আমনে নিজের পরিবার লইয়া বহেন,
,আমনে নিজের পরিবার লইয়া বহেন,You sit together with your family
আপনি নিজের পরিবার নিয়ে বসুন,আমনে নিজের পরিবার লইয়া বহেন,
আপনি পরিবার নিয়ে বসুন,আমনে পরিবার লইয়া বহেন,
আপনি বেঁচে আছেন?,আমনে বাইচ্চা আছেন?,Are you alive?
আপনি বেঁচে আছেন,আমনে বাইচ্চা আছেন?,
আপনি বেঁচে আছেন,আমনে বাইচ্চা আছেন?,
আপনি ভালো মানুষ,আমনে ভালো মানুষ,
আপনি অনেক ভালো মানুষ,আমনে মেলা ভালো মানুষ,
,আমনে মোর লগে এমনে কথা কইতে পারেন না,You can’t talk to me like that.
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আমনে মোর লগে এমনে কথা কইতে পারেন না,
আপনি খুব সুন্দরভাবে সমস্যাটি সমাধান করেছেন,আমনে ম্যালা সুন্দর মতো সমেস্যাডা সমাধান করছেন,
আপনি যদি পুলিশকে সবটা খুলে বলেন তাহলেই দেখবেন সমস্যার সমাধান হয়ে গেছে,আমনে যদি পুলিশরে পুরাডা খুইললা কয়ন হেইলেই দ্যাখবেন সমেস্যার সমাধান হইয়া গ্যাছে,
আপনি নিয়ে বসুন,আমনে লইয়া বহেন,
আপনাদের কি শুক্রবার সকালে সময় হবে,আমনেগো কি শুক্কুরবার বেইন্নাকালে সময় হইবে?,
আপনার এই পোস্টটি খুব উপকারী,আমনের এই পোস্টটা বেমালা দরকারি,
আপনার কি কি পড়ালেখা করতে একদমই ভাল লাগে নাহ,আমনের কি পড়াল্যাহা করতে এক্কালেই ভালো লাগে না?,
আপনার কি বই পড়ার অভ্যাস আছে,আমনের কি বই পড়ার অভ্যাস আছে?,
আপনার কি বিয়ে হয়ে গেছে,আমনের কি বিয়া হইয়া গেছে?,
আপনার কি মন খারাপ,আমনের কি মন খারাপ?,
আপনার কোনো প্রশ্ন আছে,আমনের কোনো প্রোশ্নো আছে?,
আপনার চোখ অনেক সুন্দর,আমনের চউখ বেমালা সুন্দর,
আপনার ছবি দেখে খুব ভালো লেগছে,আমনের ছবি দেইক্ষা বেমালা ভালো লাগছে,
আপনার ছবিটি দেখে মন ভরে গেলো,আমনের ছবিডা দেইখ্যা মোন ভইরা গেলো,
আপনার ছবির চেয়ে আপনি বাস্তবে বেশি সুন্দর,আমনের ছবির চাইতে আমনে বাস্তবে বেমালা সুন্দর,
আপনার দুই দিকেই জ্বালা হইছে,আমনের দুই দিকই জ্বালা হইছে,
আপনাদের থেকে কিছু ভালো পরামর্শ নিতে আসলাম,আমনের ধারে কয়ডা ভালো পরামর্শ নেতে আইলাম,
আপনার কাছের মানুষটি কে,আমনের ধারের মানুদা কেডা?,
আপনাকে পড়ালেখা করতে হবে,আমনের পড়াল্যাহা করতে হইবে,
আপনার পড়ালেখা করা উচিত,আমনের পড়াল্যাহা করা দরকার,
আপনার বোনের কি বিয়ে হয়ে গেছে,আমনের বুইনের কি বিয়া হইয়া গেছে?,
আপনার ব্লগটি পড়ে অনেক কিছু শিখতে পেরেছি,আমনের ব্লগডা পইড়া বেমালা কিছু শেখতে পারছি,
আপনার বড় বোনের কি বিয়ে হয়ে গেছে,আমনের বড় বুইনের কি বিয়া হইয়া গেছে?,
আপনার মজার মজার কথা শুনলে সারা দিন মন ভালো থাকে,আমনের মজার মজার কথা হুনলে হারা দিন মোন ভালো থাহে,
আপনার মা এবং স্বামী দুজনেই সতর্ক হবে আপনার প্রতি,আমনের মায় আর আমনের জামাই দুইজনি সতর্ক হইবে আমনের জইন্য,
আপনার জন্য শুভকামনা রইল,আমনের লইজ্ঞা শুভকামনা রইল,
আপনার সংগে আছি,আমনের লগে আছি,
আপনার সাথে কথা বলতে আমার অনেক ভালো লাগে,আমনের লগে কথা কইতে পাইরা ভালো লাগছে আমার,
আপনার সাথে কথা বলতে অনেক ভালো লাগে আমার,আমনের লগে কথা কইতে পাইরা ভালো লাগছে মোর,
আপনার সাথে পরিচিত হয়ে ভালো লাগলো,আমনের লগে পরিচিত হইয়া ভালো লাগছে,
আপনার সাথে পরিচিত হয়ে ভালো লাগলো,আমনের লগে পরিচিত হইয়া ভালো লাগছে,
আপনার লেখা অসাধারণ,আমনের ল্যাহা অসাধারণ,
আপনার লেখার ধরণ খুব সুন্দর,আমনের ল্যাহার ধরন ম্যালা সুন্দর,
আপনার সব থেকে কাছের মানুষটি কে,আমনের সব চাইয়া ধারের মানুদা কেডা?,
আপনার সব থেকে কাছে মানুষটি কে,আমনের সব চাইয়া ধারের মানুডা কেডা?,
আপনার সুন্দর সুন্দর ছবিগুলো দেখে আনন্দ পেয়েছি,আমনের সুন্দর সুন্দর ছবিগুলা দেইখা সুখ পাইছি,
আপনার হাশির কাছে সব কিছু হার মেনে যায়,আমনের হাসির সামনে বেবাক কিছু হার মাইন্না যায়,
আপনারা আগে যান,আমনেরা আগে যান,
আপনারা আগে যান,আমনেরা আগে যান,
আপনা এখনো চিনেন না,আমনেরা এহনো চেনেন না,
আপনারা বলেন এখন আমি আসলে করব কি,আমনেরা কন এহন মুই আসলে করমু কি?,
আপনারা বলেন যে স্বামী ভালোবেসে কথা বলেনা,আমনেরা কন যে জামাই ভালবাইসসা কথা কয়না,
আপনারা বলেন সে পরকিয়া করবে বউ কে মারবে আর বাবা মা চুপ থাকবে,আমনেরা কন হ্যায় পরকিয়া করবে বউ রে মারবে আর বাপ মায় চুপ থাকপে?,
আপনা চিনেন না,আমনেরা চেনেন না,
আপনার পরামর্শ দেন আমি কি করব,আমনেরা পরামর্শ দ্যান মুই কি করমু,
আপনা আমাকে এখনো চিনেন না,আমনেরা মোরে এহনো চেনেন না,
,আমনেরা যারা মোরে এহনো চেনেন না,Those who don’t know me yet.
আপনারা যারা আমাকে এখনো চিনেন না,আমনেরা যারা মোরে এহনো চেনেন না,For those of you who don't know me yet
আপনারা যারা আমাকে এখনো চিনেন না,আমনেরা যারা মোরে এহনো চেনেন না,
আপনা যারা আমাকে এখনো চিনেন না,আমনেরা যারা মোরে এহনো চেনেন না,
আপনারাও আপনাদের জীবনসঙ্গীকে ভালোবাসুন,আমনেরাও আমনেগো জীবনসঙ্গীরে ভালোবাইসেন,
আপনাকে একটি দোকানে যেতে হবে,আমনেরে এউক্কা দোকানে যাইতে হইবে,
আপনাকে কে পাঠিয়েছে?,আমনেরে কেডা পাডাইছে?,Who sent you?
আপনাকে কে পাঠিয়েছে,আমনেরে কেডা পাডাইছে?,
আপনাকে কে পাঠিয়েছে,আমনেরে কেডা পাডাইছে?,
আপনাকে দেখে অসুস্থ বলে মনে হচ্ছে,আমনেরে দেইখ্যা অসুস্থ্য বইললা মনে হইতেয়াছে,
আপনাকে দেখছি,আমনেরে দেখলাম,
আপনাকে পাঠিয়েছে,আমনেরে পাডাইছে?,
আপনাকে যদি জিভে পানি এনে দেবে এমন একটি ফলের নাম বলতে বলা হয় তাহলে আপনার মনে তেঁতুলের নাম আসবেই,আমনেরে যদি জিবরায় পানি আইন্যা দেবে এরহম এউক্কা ফলের নাম কইতে কওয়া হয় হ্যালে আমনের মনে ট্যাঙ্গার নাম আইবেই,
আমাদের বাড়ি চাঁদপুর,আমাগো বাড়ি চাঁদপুর,
আমাদের বাড়ি যশোর,আমাগো বাড়ি যশোর,
,আমাগো বাড়িতে কেউ আয় নায়,No one comes to our house.
আমাদের বাড়িতে কেউ আসে নাই,আমাগো বাড়িতে কেউ আয় নায়,
আমাজন নদী দুনিয়ার সবচেয়ে বড় নদী হিসাবে পরিচিত,আমাজন নদী দুনিয়ার সবচাইয়া বড় নদী হিসাবে পরিচিত,
আমি আছি,আমি আছি,
,আমি তোমার লগে পরে কতা কমু,I’ll talk to you later.
আমি তোমার সাথে পরে কথা বলব,আমি তোমার লগে পরে কতা কমু,
আসব না,আমু না,
আপনি আপনার পরিবার সহ আমাদের বাসায় আসবেন,আম্নে আম্নের পরিবার লইয়া মোগো বাড়ি আইবেন,
আপনি কী অন্যান্য বই পড়েছেন,আম্নে কি অন্য বই পড়ছেন?,
আপনি কি এই প্রশ্নের জবাব দিতে পারবেন,আম্নে কি এই পরোশনো জবাব দেতে পারবেন?,
আপনি কি এই বইটি পড়তে পারেন,আম্নে কি এই বইডা পড়তে পারেন?,
আপনি কি এখানে থাকতে পারেন,আম্নে কি এইহানে থাকতে পারেন?,
আপনি কি কথা বলতে পারেন ইংরেজিতে,আম্নে কি কতা কইতে পারেন ইংলিশে?,
আপনি কি কোনো কবিতা লিখতে পারেন,আম্নে কি কোন কবিতা ল্যাখতে পারেন?,
আপনি কি কোনো গানে নাচতে পারেন,আম্নে কি কোনো গানে নাচতে পারেন?,
আপনি কি বাংলা নাটক দেখতে পারেন,আম্নে কি বাংলা নাটক দ্যাখতে পারেন?,
আপনি কি বাংলা সিনেমা দেখতে ভালোবাসেন,আম্নে কি বাংলা সিনেমা দ্যাখতে ভালোবাসেন?,
আপনি কেমন আছেন,আম্নে কেমন আছেন?,
আপনি আমার সাথে এভাবে কথা বলতে পারেন না,আম্নে মোর লগে এমনে কতা কইতে পারেন না,
আপনি অনেক ভালো মানুষ,আম্নে ম্যালা ভাল মানু,
আপনি যেই ছেলেকে ভালবাসেন সেই ছেলেটি কি আপনাকে ভালবাসে,আম্নে যেই পোলারে ভালোবাসেন হ্যায় কি আম্নেরে ভালোবাসে?,
আপনাদের অযোগ্য সন্তান,আম্নেগো অযোগ্য সন্তান,
আপনার কি পরীক্ষা দিতে ভালো লাগে,আম্নের কি পরীক্ষা দেতে ভাল্লাগে?,
আপনার জন্মদিন কবে,আম্নের জন্মদিন কবে?,
আপনার বড় বোনের কি বিয়ে হয়ে গেছে,আম্নের বড় বুইনের কি বিয়া হইয়া গ্যাছে ?,
আপনার সাথে দেখা হয়ে আসলেই খুব ভালো লাগলো,আম্নের লগে দেহা হইয়া আসলেই খুব ভাল লাগজে,
আম্মুর জন্য বেশি খারাপ লাগছে,আম্মার লইজ্ঞা বেশি খারাপ লাগতেয়াছে,
আপনাদের বাড়ি কোথায়,আম্মেগো বাড়ি কোম্মে,
আপনার জন্য,আম্মের ফাইন্নে,
আর এবছর সে বিশাল করে সারপ্রাইজ দিয়েছে আমাকে,আর এই বছর হ্যায় বিশাল কইররা সারপ্রাইজ দেছে মোরে,
আর বলবা না,আর কইয়ো না,
আর কত ছুটি কাটাবো,আর কত ছুটি কাডামু?,
,আর কতো ছুটি কাডামু,How many leaves of leave should I take?
আর কত ছুটি কাটাবো,আর কতো ছুটি কাডামু,
আর কথা বলবা না,আর কথা কবা না,
আরেক টু খাও এক চামুচ দেই,"আর কয়ডা খাও, এক চামুছ দিমু?",
আর পারুলও না বুঝে অন্যদের দোষ দিচ্ছিল,আর পারুলও না বুইঝঝা অন্যগো দোষ দেতেয়াছেলে,
আর সহ্য না করতে পেরে আপনাদের কাছে সঠিক পরার্মশ চাচ্ছি,আর সইতে না পাইররা আমনেগো ধারে সঠিক পরামর্শ চাইতেয়াছি,
আর সকল ছেলেমেয়ে লাইন বেঁধে দাঁড়িয়ে গেল,আর হগল পোলামাইয়া লাইন বাইন্ধা খাড়াইয়া গ্যাল,
আর যদি ফিরে না আসে তবে সে কখনই তোমার ছিল না,"আর হ্যায় যদি ফিররা না আহে, হ্যালে হ্যায় কহনোই তোমার আআল্লেহ না",
